FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,SIGNGU_NM,WCHAIR_HOLD_AT,DSPSN_TOILET_AT,DSPSN_PRKPLCE_AT,GUID_DOG_ACP_POSBL_AT,BRLL_GUID_AT,KLANG_VIC_GUID_AT,PARKNG_AT,FCLTY_ID,TRAVEL_ID,DGSTFN,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_COMPANIONS_NUM
오설록티뮤지엄,전시/공연,전시/기념관,기타전시/박물관,서귀포시,0,0,1,0,0,0,1,261,h_h006443,5.0,남,40,2,6,5,5,3,4,5,3,3
오설록티뮤지엄,전시/공연,전시/기념관,기타전시/박물관,서귀포시,0,0,1,0,0,0,1,261,h_h006530,4.0,여,60,3,5,2,4,2,2,3,2,2
오설록티뮤지엄,전시/공연,전시/기념관,기타전시/박물관,서귀포시,0,0,1,0,0,0,1,261,h_h006581,5.0,남,30,2,4,3,2,5,3,4,5,2
오설록티뮤지엄,전시/공연,전시/기념관,기타전시/박물관,서귀포시,0,0,1,0,0,0,1,261,h_h006681,4.0,여,50,1,1,1,1,7,6,1,1,3
오설록티뮤지엄,전시/공연,전시/기념관,기타전시/박물관,서귀포시,0,0,1,0,0,0,1,261,h_h006766,5.0,남,50,1,1,1,1,4,1,1,7,1
우도봉,문화관광/명소,관광지,N,제주시,0,0,0,0,0,0,0,280,h_h000053,5.0,여,30,5,2,1,1,3,5,7,7,0
우도봉,문화관광/명소,관광지,N,제주시,0,0,0,0,0,0,0,280,h_h000339,5.0,여,40,4,3,1,6,6,4,6,7,1
우도봉,문화관광/명소,관광지,N,제주시,0,0,0,0,0,0,0,280,h_h000759,3.0,여,30,4,1,1,1,4,4,1,7,1
우도봉,문화관광/명소,관광지,N,제주시,0,0,0,0,0,0,0,280,h_h001574,5.0,남,20,1,4,6,7,3,3,7,1,1
우도봉,문화관광/명소,관광지,N,제주시,0,0,0,0,0,0,0,280,h_h002659,4.0,여,30,5,2,4,5,6,5,2,5,1
우도봉,문화관광/명소,관광지,N,제주시,0,0,0,0,0,0,0,280,h_h003720,4.0,여,20,4,2,2,4,5,5,4,6,1
웅지승마센터,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,0,0,287,h_h000884,4.0,여,30,7,5,2,4,4,4,6,2,3
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h000143,2.0,여,30,4,2,1,3,5,4,2,4,0
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h000271,4.0,여,30,1,1,7,1,1,4,4,7,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h000599,5.0,여,50,2,3,3,4,5,5,3,3,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h000609,3.0,여,50,1,4,4,4,4,4,4,1,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h000637,5.0,남,20,4,1,2,1,4,5,2,7,3
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h000765,4.0,남,40,4,4,4,4,4,4,4,4,0
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h000871,5.0,남,40,4,4,4,4,4,4,4,4,2
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h001127,5.0,여,30,4,1,2,3,3,4,1,7,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h001306,4.0,여,30,3,1,3,6,6,5,2,6,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h001366,5.0,남,20,6,2,5,3,1,2,2,5,2
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h001392,4.0,남,40,2,2,1,2,4,5,6,6,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h001989,4.0,여,50,1,1,2,3,2,6,1,5,3
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h002132,5.0,남,30,5,5,5,5,5,5,5,5,5
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h002133,4.0,남,20,5,2,3,3,3,5,3,5,2
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h002653,4.0,여,20,3,4,2,2,2,4,6,4,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h002873,4.0,여,30,2,2,7,4,5,3,6,2,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h003057,4.0,남,20,5,1,2,3,4,4,2,5,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h003219,5.0,여,20,3,2,1,3,6,6,1,7,5
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h003742,5.0,여,20,7,1,1,1,1,3,1,7,0
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h003744,5.0,여,20,3,2,5,3,3,5,1,6,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h004298,3.0,남,20,4,2,3,5,6,5,1,5,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h004845,1.0,남,20,1,1,1,1,1,5,3,4,4
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h004919,5.0,남,20,4,2,5,3,4,3,2,5,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h005037,5.0,남,30,4,1,2,4,4,5,2,6,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h005066,4.0,여,20,4,3,3,2,4,2,6,4,2
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h005181,5.0,남,30,6,1,5,2,5,6,2,6,1
윈드1947카트테마파크,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,0,0,1,292,h_h006375,4.0,여,30,3,1,3,3,3,1,7,1,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h000616,5.0,여,50,1,2,2,2,2,4,5,4,3
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h000768,4.0,여,50,2,2,3,6,3,3,2,2,2
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h001127,5.0,여,30,4,1,2,3,3,4,1,7,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h001200,3.0,남,50,2,1,4,2,1,3,4,6,0
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h001242,5.0,여,20,3,2,2,3,3,2,2,4,0
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h001705,4.0,여,60,2,2,2,2,2,4,5,2,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h001713,3.0,여,40,2,4,1,4,6,1,4,3,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h001788,4.0,남,50,4,4,4,2,4,4,2,3,2
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h001935,4.0,여,40,1,1,1,3,4,2,4,3,0
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h001954,4.0,여,20,4,2,1,3,5,3,2,6,0
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h002138,5.0,남,30,2,2,1,4,5,4,5,7,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h002335,4.0,여,30,6,2,4,2,2,5,3,2,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h002552,5.0,여,20,4,1,5,3,3,6,7,7,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h002751,5.0,남,20,1,1,1,3,4,3,7,1,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h002873,4.0,여,30,2,2,7,4,5,3,6,2,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h003264,4.0,남,40,3,6,3,6,7,2,2,6,0
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h003272,4.0,여,50,3,4,4,4,5,2,6,5,0
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h003563,3.0,남,30,1,1,6,6,6,1,1,7,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h004300,5.0,여,30,1,1,7,1,7,2,4,5,0
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h004376,2.0,여,50,3,4,4,3,4,4,5,6,1
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h004446,5.0,여,20,2,2,1,4,2,6,2,7,2
이중섭미술관,전시/공연,전시/기념관,미술관,서귀포시,0,1,1,0,1,0,1,297,h_h006464,5.0,남,40,2,1,1,6,7,2,7,1,1
일출랜드,문화관광/명소,관광지,유명관광지,서귀포시,1,1,1,0,0,0,1,304,h_h003135,4.0,남,30,1,1,4,4,1,4,1,5,2
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000032,4.0,여,30,3,4,3,3,3,3,6,6,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000037,4.0,남,40,1,7,7,4,4,1,7,2,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000049,5.0,여,60,4,2,2,1,1,4,1,4,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000097,5.0,남,50,2,2,3,3,3,5,4,4,5
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000108,5.0,여,20,2,2,3,2,1,3,3,3,0
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000271,5.0,여,30,1,1,7,1,1,4,4,7,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000336,5.0,여,50,1,7,1,1,1,7,1,7,2
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000765,4.0,남,40,4,4,4,4,4,4,4,4,0
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000789,5.0,여,30,3,1,1,3,4,6,6,7,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000897,5.0,여,20,6,4,1,3,6,3,2,6,4
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h000926,4.0,여,40,3,5,2,4,4,3,2,4,3
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h001025,5.0,남,50,1,1,1,1,7,6,7,4,2
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h001443,4.0,여,30,1,1,3,2,4,3,5,5,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h001451,5.0,여,20,1,1,1,2,2,2,3,6,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h001572,5.0,여,20,3,4,3,4,5,3,2,4,0
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h001874,5.0,여,40,1,1,1,1,1,1,1,1,3
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h001889,5.0,여,20,2,2,2,6,3,5,6,5,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h002163,4.0,여,30,2,2,1,6,4,2,7,4,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h002548,4.0,남,30,2,2,3,2,4,3,4,5,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h003359,5.0,남,60,2,2,2,5,2,2,2,5,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h003531,4.0,여,20,2,1,2,6,7,5,7,7,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h003872,5.0,여,30,1,1,4,3,3,4,6,5,0
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h003876,4.0,여,60,1,1,4,4,3,3,3,3,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h003880,4.0,여,60,2,5,5,5,3,6,2,6,4
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h004032,5.0,남,30,4,6,2,5,6,3,6,7,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h004244,5.0,남,20,2,2,2,3,3,6,4,4,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h004911,4.0,여,50,2,1,2,2,2,3,3,7,1
절물자연휴양림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,1,0,0,0,1,310,h_h005580,5.0,여,20,3,2,4,2,4,5,5,5,1
제주4.3평화공원,레저/체육/공원,공원,대형시민/도심공원,제주시,1,1,1,1,0,0,1,317,h_h001849,5.0,여,40,4,4,2,5,4,5,3,5,3
제주4.3평화공원,레저/체육/공원,공원,대형시민/도심공원,제주시,1,1,1,1,0,0,1,317,h_h003359,5.0,남,60,2,2,2,5,2,2,2,5,1
제주4.3평화공원,레저/체육/공원,공원,대형시민/도심공원,제주시,1,1,1,1,0,0,1,317,h_h004288,5.0,여,50,5,4,6,4,4,6,6,6,1
제주4.3평화공원,레저/체육/공원,공원,대형시민/도심공원,제주시,1,1,1,1,0,0,1,317,h_h005559,5.0,남,30,1,3,5,4,2,2,7,4,1
제주4.3평화공원제주4.3평화기념관,전시/공연,전시/기념관,기타전시/박물관,제주시,1,1,1,1,0,0,1,318,h_h000768,4.0,여,50,2,2,3,6,3,3,2,2,2
제주4.3평화공원제주4.3평화기념관,전시/공연,전시/기념관,기타전시/박물관,제주시,1,1,1,1,0,0,1,318,h_h003717,5.0,여,40,1,4,4,5,1,1,5,1,0
제주4.3평화공원제주4.3평화기념관,전시/공연,전시/기념관,기타전시/박물관,제주시,1,1,1,1,0,0,1,318,h_h004911,4.0,여,50,2,1,2,2,2,3,3,7,1
제주4.3평화공원제주4.3평화기념관,전시/공연,전시/기념관,기타전시/박물관,제주시,1,1,1,1,0,0,1,318,h_h005321,5.0,여,40,4,1,4,1,4,4,3,6,0
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h000042,3.0,여,60,4,2,2,2,1,4,2,7,3
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h000314,5.0,남,50,1,1,1,1,7,5,2,5,1
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h000334,5.0,남,40,2,3,1,3,2,3,6,6,2
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h000584,5.0,여,40,4,6,7,6,3,7,3,2,0
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h000868,5.0,남,40,2,6,3,5,3,4,4,4,3
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h001482,5.0,남,50,2,2,2,2,2,2,3,5,1
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h001643,5.0,남,40,3,3,2,4,4,4,4,4,1
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h003614,4.0,여,20,3,2,1,3,5,2,7,1,3
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h005234,5.0,여,30,2,1,2,2,3,3,2,7,1
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h006435,4.0,여,50,4,3,2,2,2,3,4,7,1
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h006462,4.0,남,30,4,1,1,4,4,7,6,7,1
제주곶자왈도립공원,레저/체육/공원,공원,도립공원,서귀포시,1,1,1,0,1,1,1,323,h_h006665,4.0,남,30,2,2,1,6,2,2,7,2,1
제주국제평화센터,전시/공연,전시/기념관,대형기념관/묘역,서귀포시,1,1,1,1,0,0,1,327,h_h000238,4.0,남,30,1,2,1,3,2,3,1,2,3
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h000212,5.0,여,40,3,6,6,4,4,3,6,3,5
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h000324,5.0,여,20,2,1,1,5,4,2,1,7,1
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h000481,5.0,여,20,3,3,4,1,3,6,1,7,0
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h001034,5.0,여,20,3,1,2,1,1,4,7,7,3
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h001233,5.0,여,20,5,1,3,1,3,4,1,7,1
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h001276,5.0,남,30,4,2,2,4,5,3,4,5,0
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h001582,5.0,남,20,1,2,2,4,2,2,3,6,0
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h001731,5.0,여,30,3,1,1,5,5,6,7,6,1
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h002684,5.0,남,40,2,2,2,2,2,2,1,5,0
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h003763,5.0,여,60,2,1,1,3,5,2,2,7,5
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h003980,5.0,여,50,3,1,1,2,2,2,3,1,1
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h004251,5.0,여,20,3,2,1,5,3,2,6,2,1
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h005342,5.0,여,30,4,3,4,2,4,3,3,5,4
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h005851,5.0,여,20,4,2,3,3,4,4,6,5,1
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h006102,5.0,남,30,4,2,2,4,5,5,2,5,2
제주도립김창열미술관,전시/공연,전시/기념관,미술관,제주시,0,1,1,1,0,0,1,332,h_h006697,4.0,여,30,4,1,1,6,7,6,2,6,0
제주도립미술관,전시/공연,전시/기념관,대형미술관,제주시,1,1,0,1,1,0,1,333,h_h000234,5.0,여,50,2,7,4,1,1,4,5,7,1
제주도립미술관,전시/공연,전시/기념관,대형미술관,제주시,1,1,0,1,1,0,1,333,h_h000772,5.0,여,40,3,4,3,3,4,3,6,4,0
제주도립미술관,전시/공연,전시/기념관,대형미술관,제주시,1,1,0,1,1,0,1,333,h_h000821,4.0,여,30,6,2,1,6,6,5,6,6,4
제주도립미술관,전시/공연,전시/기념관,대형미술관,제주시,1,1,0,1,1,0,1,333,h_h001167,4.0,여,40,5,4,3,5,2,6,3,5,3
제주도립미술관,전시/공연,전시/기념관,대형미술관,제주시,1,1,0,1,1,0,1,333,h_h001364,4.0,여,40,6,2,1,2,2,3,5,7,3
제주돌문화공원,문화관광/명소,관광지,유명관광지,제주시,1,1,1,0,0,1,1,335,h_h000329,1.0,남,30,6,2,1,1,3,5,6,4,2
제주돌문화공원,문화관광/명소,관광지,유명관광지,제주시,1,1,1,0,0,1,1,335,h_h000337,5.0,여,50,1,1,1,6,7,1,1,7,1
제주돌문화공원,문화관광/명소,관광지,유명관광지,제주시,1,1,1,0,0,1,1,335,h_h000719,5.0,여,50,1,2,4,3,3,2,1,5,1
제주돌문화공원,문화관광/명소,관광지,유명관광지,제주시,1,1,1,0,0,1,1,335,h_h002723,4.0,여,40,4,5,5,3,6,6,6,2,3
제주돌문화공원,문화관광/명소,관광지,유명관광지,제주시,1,1,1,0,0,1,1,335,h_h004060,5.0,여,20,2,2,1,4,4,2,4,7,1
제주돌문화공원,문화관광/명소,관광지,유명관광지,제주시,1,1,1,0,0,1,1,335,h_h005583,5.0,여,30,4,2,2,4,5,2,4,4,2
제주돌문화공원,문화관광/명소,관광지,유명관광지,제주시,1,1,1,0,0,1,1,335,h_h006472,5.0,남,30,4,2,4,2,4,2,6,3,1
제주러브랜드,문화관광/명소,관광지,유명관광지,제주시,1,1,1,0,0,0,1,339,h_h002378,4.0,남,30,4,2,3,4,5,5,6,6,1
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h000068,5.0,여,30,2,4,4,4,6,2,2,5,3
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h000342,4.0,여,50,2,1,3,4,4,4,5,5,5
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h000756,3.0,여,40,2,1,1,4,6,3,1,6,3
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h000760,4.0,여,50,4,3,4,3,6,5,4,6,2
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h000871,5.0,남,40,4,4,4,4,4,4,4,4,2
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h002291,5.0,여,40,2,1,1,4,6,2,7,6,3
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h002356,4.0,여,20,3,1,1,3,2,2,6,4,1
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h002474,5.0,남,50,1,3,4,3,5,2,6,4,3
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h002659,4.0,여,30,5,2,4,5,6,5,2,5,1
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h002659,2.0,여,30,5,2,4,5,6,5,2,5,1
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h002694,4.0,여,50,4,4,2,4,6,3,1,2,4
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h002847,5.0,남,60,4,4,1,1,1,5,6,3,8
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h003094,4.0,남,30,2,2,2,5,6,6,2,6,1
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h003481,5.0,남,40,3,1,3,2,6,4,4,4,3
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h003556,5.0,여,20,2,2,5,1,6,3,2,6,3
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h003880,3.0,여,60,2,5,5,5,3,6,2,6,4
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h004298,4.0,남,20,4,2,3,5,6,5,1,5,1
제주민속촌,전시/공연,전시/기념관,대형전시/박물관,서귀포시,1,1,1,1,0,0,1,346,h_h006617,3.0,여,50,4,2,2,2,4,4,2,6,2
제주불빛정원,문화관광/명소,관광지,테마공원/대형놀이공원,제주시,1,0,0,1,0,0,1,348,h_h000453,5.0,여,30,2,1,2,1,3,3,7,5,3
제주불빛정원,문화관광/명소,관광지,테마공원/대형놀이공원,제주시,1,0,0,1,0,0,1,348,h_h002246,4.0,여,30,3,1,1,2,4,1,7,7,0
제주불빛정원,문화관광/명소,관광지,테마공원/대형놀이공원,제주시,1,0,0,1,0,0,1,348,h_h003536,5.0,남,20,3,3,3,3,4,5,3,5,1
제주시민속오일시장,문화관광/명소,관광지,유명관광지,제주시,1,1,1,1,1,1,1,352,h_h000047,3.0,여,50,5,5,1,3,4,6,1,7,3
제주시민속오일시장,문화관광/명소,관광지,유명관광지,제주시,1,1,1,1,1,1,1,352,h_h000584,4.0,여,40,4,6,7,6,3,7,3,2,0
제주시민속오일시장,문화관광/명소,관광지,유명관광지,제주시,1,1,1,1,1,1,1,352,h_h000592,5.0,여,30,2,6,2,6,2,3,2,7,1
제주시민속오일시장,문화관광/명소,관광지,유명관광지,제주시,1,1,1,1,1,1,1,352,h_h001150,4.0,여,50,3,4,2,6,5,3,6,3,0
